nom_bacia;ena_data;ena_bruta_bacia_mwmed;ena_bruta_bacia_percentualmlt;ena_armazenavel_bacia_mwmed;ena_armazenavel_bacia_percentualmlt
TOCANTINS;2025-01-18;20692.772;146.4258;18653.016;131.9921
URUGUAI;2025-01-18;915.618;36.361;845.501;33.5765
AMAZONAS;2025-01-19;20800.741;118.6637;17522.333;99.9611
ARAGUARI;2025-01-19;126.72;48.2065;126.72;48.2065
CAPIVARI;2025-01-19;209.053;131.5999;209.053;131.5999
DOCE;2025-01-19;1527.784;89.1768;1215.439;70.9452
GRANDE;2025-01-19;5376.7;58.9846;5376.7;58.9846
IGUACU;2025-01-19;2016.523;53.1205;1957.266;51.5595
ITABAPOANA;2025-01-19;110.613;107.2785;61.595;59.7382
ITAJAI;2025-01-19;164.061;81.5788;164.061;81.5788
JACUI;2025-01-19;201.454;37.1663;158.852;29.3066
JEQUITINHONHA;2025-01-19;2756.433;265.9117;2229.478;215.0766
MUCURI;2025-01-19;115.522;154.8199;70.572;94.579
PARAGUACU;2025-01-19;65.878;45.1101;65.878;45.1101
PARAGUAI;2025-01-19;629.687;100.2695;582.391;92.7382
PARAIBA DO SUL;2025-01-19;1048.421;62.6127;1041.301;62.1875
PARANA;2025-01-19;19448.958;86.9576;19443.737;86.9343
PARANAIBA;2025-01-19;11831.88;132.4635;11115.153;124.4394
PARANAPANEMA;2025-01-19;1853.189;77.7469;1853.189;77.7469
PARNAIBA;2025-01-19;473.208;196.0109;300.658;124.5377
SANTA MARIA VIT;2025-01-19;30.43;71.9998;19.864;46.9998
SAO FRANCISCO;2025-01-19;17398.268;129.8016;17370.496;129.5944
TIETE;2025-01-19;1289.476;69.4348;1263.724;68.0481
TOCANTINS;2025-01-19;20837.899;147.4527;18922.401;133.8983
URUGUAI;2025-01-19;826.645;32.8277;680.353;27.0182
AMAZONAS;2025-01-20;21228.349;121.1031;18384.598;104.8801
ARAGUARI;2025-01-20;139.272;52.9815;125.567;47.7679
CAPIVARI;2025-01-20;179.316;112.8803;179.316;112.8803
DOCE;2025-01-20;1284.39;74.9699;1116.853;65.1908
GRANDE;2025-01-20;5368.619;58.8959;5361.117;58.8136
IGUACU;2025-01-20;2097.734;55.2598;2097.734;55.2598
ITABAPOANA;2025-01-20;88.994;86.3112;60.259;58.4424
ITAJAI;2025-01-20;157.905;78.5177;157.905;78.5177
JACUI;2025-01-20;234.99;43.3533;189.929;35.04
JEQUITINHONHA;2025-01-20;2581.564;249.0421;2304.144;222.2796
MUCURI;2025-01-20;105.071;140.8138;71.358;95.6324
PARAGUACU;2025-01-20;70.241;48.0977;70.241;48.0977
PARAGUAI;2025-01-20;627.343;99.8963;580.503;92.4376
PARAIBA DO SUL;2025-01-20;996.215;59.4949;995.499;59.4522
PARANA;2025-01-20;19295.717;86.2724;19293.874;86.2642
PARANAIBA;2025-01-20;11226.352;125.6843;10642.248;119.145
PARANAPANEMA;2025-01-20;2816.631;118.1662;2806.979;117.7613
PARNAIBA;2025-01-20;447.655;185.4264;275.104;113.9528
SANTA MARIA VIT;2025-01-20;27.789;65.751;15.109;35.7491
SAO FRANCISCO;2025-01-20;16814.65;125.4474;16785.54;125.2303
TIETE;2025-01-20;1267.856;68.2706;1242.104;66.8839
TOCANTINS;2025-01-20;20524.017;145.2316;19884.342;140.7052
URUGUAI;2025-01-20;826.4;32.818;764.97;30.3785
AMAZONAS;2025-01-21;21656.772;123.5471;19624.627;111.9542
ARAGUARI;2025-01-21;166.276;63.2543;159.814;60.7961
CAPIVARI;2025-01-21;158.728;99.9201;158.728;99.9201
DOCE;2025-01-21;1110.95;64.8462;1042.344;60.8417
GRANDE;2025-01-21;5318.697;58.3483;5317.592;58.3362
IGUACU;2025-01-21;2248.872;59.2412;2248.872;59.2412
ITABAPOANA;2025-01-21;78.7;76.3275;58.417;56.656
ITAJAI;2025-01-21;167.554;83.3157;167.554;83.3157
JACUI;2025-01-21;299.993;55.3457;236.382;43.6101
JEQUITINHONHA;2025-01-21;2332.196;224.9857;2016.166;194.4985
MUCURI;2025-01-21;78.532;105.2468;52.911;70.9101
PARAGUACU;2025-01-21;127.177;87.0847;127.177;87.0847
PARAGUAI;2025-01-21;635.942;101.2656;519.329;82.6964
PARAIBA DO SUL;2025-01-21;980.778;58.573;978.628;58.4446
PARANA;2025-01-21;19262.284;86.123;19260.441;86.1147
PARANAIBA;2025-01-21;10411.839;116.5654;10010.408;112.0712
PARANAPANEMA;2025-01-21;3331.964;139.786;3314.798;139.0658
PARNAIBA;2025-01-21;437.442;181.196;264.891;109.7224
SANTA MARIA VIT;2025-01-21;27.091;64.0995;18.638;44.099
SAO FRANCISCO;2025-01-21;16235.857;121.1293;16215.446;120.977
TIETE;2025-01-21;1277.452;68.7873;1251.7;67.4007
TOCANTINS;2025-01-21;20292.312;143.592;19755.208;139.7914
URUGUAI;2025-01-21;905.418;35.956;856.726;34.0223
AMAZONAS;2025-01-22;22089.851;126.0177;20623.318;117.6515
ARAGUARI;2025-01-22;185.741;70.6592;173.355;65.9473
CAPIVARI;2025-01-22;151.929;95.64;151.929;95.64
DOCE;2025-01-22;1002.597;58.5216;976.479;56.9971
GRANDE;2025-01-22;5200.578;57.0525;5200.578;57.0525
IGUACU;2025-01-22;2425.482;63.8935;2425.482;63.8935
ITABAPOANA;2025-01-22;73.511;71.2949;58.298;56.5406
ITAJAI;2025-01-22;122.111;60.7193;122.111;60.7193
JACUI;2025-01-22;292.907;54.0384;227.797;42.0263
JEQUITINHONHA;2025-01-22;1620.961;156.3733;1461.516;140.9917
MUCURI;2025-01-22;59.267;79.4283;58.817;78.8252
PARAGUACU;2025-01-22;126.522;86.6362;126.522;86.6362
PARAGUAI;2025-01-22;619.986;98.7248;504.238;80.2934
PARAIBA DO SUL;2025-01-22;968.532;57.8417;964.95;57.6278
PARANA;2025-01-22;19512.569;87.242;19510.727;87.2338
PARANAIBA;2025-01-22;9657.781;108.1234;9409.533;105.3442
PARANAPANEMA;2025-01-22;3208.87;134.6218;3201.079;134.295
PARNAIBA;2025-01-22;407.847;168.9373;235.297;97.4641
SANTA MARIA VIT;2025-01-22;27.746;65.6493;19.294;45.6511
SAO FRANCISCO;2025-01-22;15642.997;116.7062;15635.301;116.6488
TIETE;2025-01-22;1287.542;69.3306;1251.811;67.4066
TOCANTINS;2025-01-22;19617.869;138.8196;18995.939;134.4187
URUGUAI;2025-01-22;1073.386;42.6263;1021.864;40.5803
AMAZONAS;2025-01-23;22650.058;129.2136;20978.214;119.6761
ARAGUARI;2025-01-23;227.511;86.5492;198.791;75.6236
CAPIVARI;2025-01-23;150.213;94.5598;150.213;94.5598
DOCE;2025-01-23;978.285;57.1025;962.681;56.1917
GRANDE;2025-01-23;5015.363;55.0206;5015.363;55.0206
IGUACU;2025-01-23;2522.893;66.4596;2522.893;66.4596
ITABAPOANA;2025-01-23;70.857;68.7209;55.645;53.9675
ITAJAI;2025-01-23;85.912;42.7195;85.912;42.7195
JACUI;2025-01-23;254.295;46.9149;197.441;36.4259
JEQUITINHONHA;2025-01-23;1274.113;122.913;1261.243;121.6715
MUCURI;2025-01-23;45.858;61.4578;45.858;61.4578
PARAGUACU;2025-01-23;91.321;62.5323;91.321;62.5323
PARAGUAI;2025-01-23;633.113;100.8151;565.41;90.0342
PARAIBA DO SUL;2025-01-23;964.02;57.5722;960.438;57.3583
PARANA;2025-01-23;19886.283;88.9129;19884.441;88.9047
PARANAIBA;2025-01-23;9180.977;102.7854;8917.587;99.8366
PARANAPANEMA;2025-01-23;2969.842;124.5939;2952.877;123.8821
PARNAIBA;2025-01-23;377.965;156.5596;205.414;85.086
SANTA MARIA VIT;2025-01-23;22.632;53.5491;16.293;38.5505
SAO FRANCISCO;2025-01-23;15456.043;115.3114;15453.7;115.2939
TIETE;2025-01-23;1252.693;67.4541;1218.851;65.6318
TOCANTINS;2025-01-23;18737.667;132.5911;17654.51;124.9265
URUGUAI;2025-01-23;1205.681;47.88;1152.804;45.7802
AMAZONAS;2025-01-24;23027.053;131.3643;20854.28;118.9691
ARAGUARI;2025-01-24;284.596;108.2654;244.98;93.1947
CAPIVARI;2025-01-24;151.166;95.1597;151.166;95.1597
DOCE;2025-01-24;898.654;52.4545;872.118;50.9056
GRANDE;2025-01-24;4899.74;53.7521;4899.74;53.7521
IGUACU;2025-01-24;2639.182;69.5229;2639.182;69.5229
ITABAPOANA;2025-01-24;60.851;59.0166;54.09;52.4594
ITAJAI;2025-01-24;73.881;36.7371;73.881;36.7371
JACUI;2025-01-24;190.945;35.2275;146.568;27.0403
JEQUITINHONHA;2025-01-24;978.008;94.3479;812.128;78.3456
MUCURI;2025-01-24;37.965;50.8798;37.965;50.8798
PARAGUACU;2025-01-24;66.021;45.208;66.021;45.208
PARAGUAI;2025-01-24;616.578;98.1821;458.182;72.9596
PARAIBA DO SUL;2025-01-24;1012.61;60.4741;1006.448;60.1061
PARANA;2025-01-24;20272.488;90.6397;20234.645;90.4705
PARANAIBA;2025-01-24;8787.481;98.38;8545.108;95.6665
PARANAPANEMA;2025-01-24;2712.073;113.7797;2559.202;107.3663
PARNAIBA;2025-01-24;323.865;134.1505;119.151;49.3544
SANTA MARIA VIT;2025-01-24;19.463;46.051;15.236;36.0496
SAO FRANCISCO;2025-01-24;15384.985;114.7813;15383.981;114.7738
TIETE;2025-01-24;1276.819;68.7532;1222.524;65.8296
TOCANTINS;2025-01-24;18110.976;128.1565;16697.566;118.155
URUGUAI;2025-01-24;1300.669;51.6522;1256.025;49.8793
AMAZONAS;2025-01-25;23306.1;132.9562;20598.343;117.509
ARAGUARI;2025-01-25;336.068;127.8462;261.501;99.4796
CAPIVARI;2025-01-25;140.174;88.2402;140.174;88.2402
DOCE;2025-01-25;824.652;48.135;743.428;43.3939
GRANDE;2025-01-25;4917.251;53.9443;4917.251;53.9443
IGUACU;2025-01-25;2889.411;76.1146;2889.411;76.1146
ITABAPOANA;2025-01-25;53.16;51.5574;51.47;49.9184
ITAJAI;2025-01-25;133.648;66.456;131.884;65.5789
JACUI;2025-01-25;165.669;30.5643;119.999;22.1386
JEQUITINHONHA;2025-01-25;678.546;65.459;562.716;54.2849
MUCURI;2025-01-25;29.941;40.1262;29.941;40.1262
PARAGUACU;2025-01-25;52.564;35.9933;52.564;35.9933
PARAGUAI;2025-01-25;636.581;101.3673;469.628;74.7822
PARAIBA DO SUL;2025-01-25;1080.268;64.5147;1078.329;64.3989
PARANA;2025-01-25;20451.809;91.4414;20449.966;91.4332
PARANAIBA;2025-01-25;8383.977;93.8626;8123.013;90.941
PARANAPANEMA;2025-01-25;2501.828;104.9593;2323.341;97.4712
PARNAIBA;2025-01-25;274.139;113.5531;84.561;35.0266
SANTA MARIA VIT;2025-01-25;17.201;40.6989;12.975;30.6999
SAO FRANCISCO;2025-01-25;15387.231;114.798;15387.231;114.798
TIETE;2025-01-25;1267.53;68.2531;1187.524;63.9449
TOCANTINS;2025-01-25;17507.302;123.8848;16100.338;113.9289
URUGUAI;2025-01-25;1435.139;56.9922;1385.678;55.028
AMAZONAS;2025-01-26;23553.425;134.3671;19982.837;113.9977
ARAGUARI;2025-01-26;406.378;154.5934;308.545;117.376
CAPIVARI;2025-01-26;140.301;88.3202;140.301;88.3202
DOCE;2025-01-26;768.267;44.8438;747.68;43.6421
GRANDE;2025-01-26;5010.664;54.969;5010.664;54.969
IGUACU;2025-01-26;3010.872;79.3142;3010.872;79.3142
ITABAPOANA;2025-01-26;49.272;47.7866;49.272;47.7866
ITAJAI;2025-01-26;131.355;65.3158;131.355;65.3158
JACUI;2025-01-26;173.99;32.0994;125.989;23.2437
JEQUITINHONHA;2025-01-26;537.345;51.8374;527.312;50.8695
MUCURI;2025-01-26;23.54;31.5478;23.54;31.5478
PARAGUACU;2025-01-26;42.996;29.4416;42.996;29.4416
PARAGUAI;2025-01-26;640.046;101.9191;426.309;67.8842
PARAIBA DO SUL;2025-01-26;1115.534;66.6208;1114.495;66.5587
PARANA;2025-01-26;20253.038;90.5527;20251.195;90.5445
PARANAIBA;2025-01-26;8131.201;91.0326;7885.736;88.2845
PARANAPANEMA;2025-01-26;2474.164;103.7987;2330.886;97.7877
PARNAIBA;2025-01-26;246.505;102.1066;36.871;15.2726
SANTA MARIA VIT;2025-01-26;16.272;38.5009;9.932;23.4999
SAO FRANCISCO;2025-01-26;15496.273;115.6115;15496.273;115.6115
TIETE;2025-01-26;2150.383;115.7923;2084.159;112.2263
TOCANTINS;2025-01-26;16838.374;119.1514;15160.702;107.2799
URUGUAI;2025-01-26;1451.154;57.6282;1327.843;52.7313
AMAZONAS;2025-01-27;23802.615;135.7887;22009.308;125.5583
ARAGUARI;2025-01-27;432.453;164.5128;321.717;122.3869
CAPIVARI;2025-01-27;154.026;96.9601;154.026;96.9601
DOCE;2025-01-27;707.372;41.2893;699.604;40.8359
GRANDE;2025-01-27;5164.91;56.6612;5164.91;56.6612
IGUACU;2025-01-27;3118.768;82.1565;3118.768;82.1565
ITABAPOANA;2025-01-27;47.937;46.4919;47.937;46.4919
ITAJAI;2025-01-27;99.813;49.6317;99.813;49.6317
JACUI;2025-01-27;214.151;39.5087;160.104;29.5376
JEQUITINHONHA;2025-01-27;461.83;44.5525;406.751;39.2391
MUCURI;2025-01-27;21.153;28.3488;21.153;28.3488
PARAGUACU;2025-01-27;32.072;21.9614;32.072;21.9614
PARAGUAI;2025-01-27;591.975;94.2644;432.564;68.8802
PARAIBA DO SUL;2025-01-27;1272.09;75.9705;1235.492;73.7848
PARANA;2025-01-27;20138.22;90.0393;20136.377;90.0311
PARANAIBA;2025-01-27;7938.004;88.8697;7768.227;86.969
PARANAPANEMA;2025-01-27;2261.205;94.8644;2158.215;90.5437
PARNAIBA;2025-01-27;230.733;95.5736;25.262;10.464
SANTA MARIA VIT;2025-01-27;16.208;38.3494;9.869;23.3508
SAO FRANCISCO;2025-01-27;15617.076;116.5128;15617.076;116.5128
TIETE;2025-01-27;1579.026;85.0263;1550.668;83.4993
TOCANTINS;2025-01-27;16433.625;116.2873;14530.884;102.8231
URUGUAI;2025-01-27;1351.173;53.6578;1304.606;51.8085
AMAZONAS;2025-01-28;23976.986;136.7834;22377.72;127.66
ARAGUARI;2025-01-28;419.115;159.4388;346.238;131.7151
CAPIVARI;2025-01-28;179.443;112.9602;179.443;112.9602
DOCE;2025-01-28;722.103;42.1492;721.301;42.1024
GRANDE;2025-01-28;5394.105;59.1755;5394.105;59.1755
IGUACU;2025-01-28;3147.783;82.9208;3147.783;82.9208
ITABAPOANA;2025-01-28;67.612;65.5738;54.09;52.4594
ITAJAI;2025-01-28;73.175;36.386;73.175;36.386
JACUI;2025-01-28;266.826;49.2267;212.981;39.2929
JEQUITINHONHA;2025-01-28;423.179;40.8239;385.284;37.1681
MUCURI;2025-01-28;20.232;27.1145;20.232;27.1145
PARAGUACU;2025-01-28;24.163;16.5457;24.163;16.5457
PARAGUAI;2025-01-28;590.0;93.9499;455.343;72.5075
PARAIBA DO SUL;2025-01-28;1427.477;85.2503;1354.757;80.9074
PARANA;2025-01-28;19731.626;88.2214;19729.783;88.2132
PARANAIBA;2025-01-28;7854.992;87.9403;7793.723;87.2544
PARANAPANEMA;2025-01-28;2041.74;85.6572;1959.468;82.2056
PARNAIBA;2025-01-28;215.374;89.2116;110.557;45.7946
SANTA MARIA VIT;2025-01-28;16.081;38.0489;9.742;23.0504
SAO FRANCISCO;2025-01-28;15634.512;116.6429;15634.512;116.6429
TIETE;2025-01-28;1610.816;86.7381;1585.064;85.3514
TOCANTINS;2025-01-28;16131.333;114.1482;15593.572;110.3429
URUGUAI;2025-01-28;1218.843;48.4027;1173.946;46.6197
AMAZONAS;2025-01-29;23958.958;136.6806;22639.951;129.1559
ARAGUARI;2025-01-29;401.354;152.6822;349.299;132.8795
CAPIVARI;2025-01-29;189.165;119.0803;189.165;119.0803
DOCE;2025-01-29;817.113;47.6949;806.011;47.0469
GRANDE;2025-01-29;5741.761;62.9895;5741.761;62.9895
IGUACU;2025-01-29;3345.221;88.1219;3345.221;88.1219
ITABAPOANA;2025-01-29;117.763;114.2129;36.629;35.5248
ITAJAI;2025-01-29;185.389;92.1841;116.589;57.9735
JACUI;2025-01-29;295.539;54.524;235.596;43.4651
JEQUITINHONHA;2025-01-29;372.089;35.8952;372.089;35.8952
MUCURI;2025-01-29;19.248;25.7957;19.248;25.7957
PARAGUACU;2025-01-29;21.944;15.0262;21.944;15.0262
PARAGUAI;2025-01-29;587.234;93.5094;443.791;70.668
PARAIBA DO SUL;2025-01-29;1645.081;98.2458;1401.913;83.7236
PARANA;2025-01-29;19351.67;86.5226;19349.828;86.5144
PARANAIBA;2025-01-29;7601.557;85.103;7543.063;84.4481
PARANAPANEMA;2025-01-29;1940.256;81.3996;1907.481;80.0246
PARNAIBA;2025-01-29;207.598;85.9907;150.838;62.4797
SANTA MARIA VIT;2025-01-29;15.553;36.7996;15.553;36.7996
SAO FRANCISCO;2025-01-29;15693.449;117.0826;15686.423;117.0302
TIETE;2025-01-29;2005.223;107.9758;1979.471;106.5891
TOCANTINS;2025-01-29;15679.691;110.9523;15675.713;110.9242
URUGUAI;2025-01-29;1142.117;45.3558;1095.81;43.5168
AMAZONAS;2025-01-30;23857.989;136.1046;22837.582;130.2834
ARAGUARI;2025-01-30;364.52;138.6699;312.644;118.9353
CAPIVARI;2025-01-30;203.207;127.9198;203.207;127.9198
DOCE;2025-01-30;964.484;56.297;956.406;55.8255
GRANDE;2025-01-30;6168.83;67.6746;6150.762;67.4764
IGUACU;2025-01-30;3513.823;92.5633;3513.823;92.5633
ITABAPOANA;2025-01-30;106.945;103.721;59.617;57.8198
ITAJAI;2025-01-30;290.053;144.2279;110.115;54.7543
JACUI;2025-01-30;300.617;55.4609;247.58;45.6761
JEQUITINHONHA;2025-01-30;351.944;33.9519;351.944;33.9519
MUCURI;2025-01-30;18.497;24.7893;18.497;24.7893
PARAGUACU;2025-01-30;19.118;13.0911;19.118;13.0911
PARAGUAI;2025-01-30;591.545;94.1959;450.398;71.7201
PARAIBA DO SUL;2025-01-30;1828.708;109.2122;1562.744;93.3286
PARANA;2025-01-30;18826.113;84.1728;18824.27;84.1646
PARANAIBA;2025-01-30;7512.262;84.1033;7411.41;82.9742
PARANAPANEMA;2025-01-30;1959.591;82.2108;1904.996;79.9204
PARNAIBA;2025-01-30;208.112;86.2036;151.352;62.6926
SANTA MARIA VIT;2025-01-30;16.187;38.2997;16.187;38.2997
SAO FRANCISCO;2025-01-30;16022.961;119.541;16006.231;119.4161
TIETE;2025-01-30;2188.367;117.8376;2163.68;116.5083
TOCANTINS;2025-01-30;15561.211;110.1139;15089.337;106.7749
URUGUAI;2025-01-30;1293.874;51.3823;1225.63;48.6722
AMAZONAS;2025-01-31;23761.707;135.5553;22732.883;129.6861
ARAGUARI;2025-01-31;311.974;118.6805;288.28;109.6668
CAPIVARI;2025-01-31;223.795;140.88;223.795;140.88
DOCE;2025-01-31;1119.221;65.329;1090.945;63.6785
GRANDE;2025-01-31;6774.858;74.323;6756.758;74.1244
IGUACU;2025-01-31;3414.856;89.9562;3414.856;89.9562
ITABAPOANA;2025-01-31;67.409;65.3769;58.958;57.1807
ITAJAI;2025-01-31;289.718;144.0613;220.918;109.8508
JACUI;2025-01-31;351.176;64.7885;300.349;55.4114
JEQUITINHONHA;2025-01-31;337.882;32.5953;337.882;32.5953
MUCURI;2025-01-31;18.047;24.1862;18.047;24.1862
PARAGUACU;2025-01-31;16.842;11.5326;16.842;11.5326
PARAGUAI;2025-01-31;605.594;96.433;471.552;75.0886
PARAIBA DO SUL;2025-01-31;1867.128;111.5067;1618.502;96.6585
PARANA;2025-01-31;18283.078;81.7449;18281.236;81.7366
PARANAIBA;2025-01-31;7637.433;85.5047;7402.519;82.8747
PARANAPANEMA;2025-01-31;2045.439;85.8124;2011.654;84.395
PARNAIBA;2025-01-31;208.143;86.2164;189.223;78.3794
SANTA MARIA VIT;2025-01-31;16.229;38.3991;14.116;33.3996
SAO FRANCISCO;2025-01-31;16261.167;121.3181;16233.061;121.1084
TIETE;2025-01-31;2453.688;132.1244;2393.172;128.8658
TOCANTINS;2025-01-31;15798.13;111.7904;14314.107;101.2892
URUGUAI;2025-01-31;1589.242;63.112;1506.096;59.8101
AMAZONAS;2025-02-01;23768.95;99.0069;21910.004;91.2637
ARAGUARI;2025-02-01;281.375;58.0516;257.681;53.1632
CAPIVARI;2025-02-01;277.551;161.7775;277.551;161.7775
DOCE;2025-02-01;1308.716;95.9536;1238.195;90.7831
GRANDE;2025-02-01;7552.533;84.9673;7519.173;84.5919
IGUACU;2025-02-01;3332.031;82.6534;3332.031;82.6534
ITABAPOANA;2025-02-01;51.115;64.3408;51.115;64.3408
ITAJAI;2025-02-01;314.345;136.0229;219.084;94.8017
JACUI;2025-02-01;317.995;58.5825;269.094;49.5737
JEQUITINHONHA;2025-02-01;429.915;57.7915;429.915;57.7915
MUCURI;2025-02-01;17.427;32.8557;17.427;32.8557
PARAGUACU;2025-02-01;14.5;10.3314;14.5;10.3314
PARAGUAI;2025-02-01;956.994;137.8899;888.588;128.0335
PARAIBA DO SUL;2025-02-01;1828.653;108.4869;1596.672;94.7244
PARANA;2025-02-01;17980.195;74.9558;17978.353;74.9482
PARANAIBA;2025-02-01;8017.399;86.413;7752.975;83.563
PARANAPANEMA;2025-02-01;2162.576;87.1295;2139.489;86.1994
PARNAIBA;2025-02-01;209.758;78.5168;209.758;78.5168
SANTA MARIA VIT;2025-02-01;16.504;48.8122;16.504;48.8122
SAO FRANCISCO;2025-02-01;16795.217;118.1649;16736.662;117.7529
TIETE;2025-02-01;3113.198;158.6003;3025.065;154.1104
TOCANTINS;2025-02-01;16162.793;90.0841;14398.506;80.2508
URUGUAI;2025-02-01;1901.338;64.2554;1788.374;60.4378
AMAZONAS;2025-02-02;23939.94;99.7191;20926.131;87.1655
ARAGUARI;2025-02-02;273.311;56.3879;244.412;50.4256
CAPIVARI;2025-02-02;217.504;126.7776;217.504;126.7776
DOCE;2025-02-02;1490.967;109.316;1211.236;88.8065
GRANDE;2025-02-02;8500.552;95.6326;8446.962;95.0297
IGUACU;2025-02-02;3344.689;82.9674;3344.689;82.9674
ITABAPOANA;2025-02-02;46.111;58.0421;44.421;55.9148
ITAJAI;2025-02-02;307.8;133.1908;246.057;106.4734
JACUI;2025-02-02;242.46;44.6671;200.118;36.8667
JEQUITINHONHA;2025-02-02;641.282;86.2045;641.282;86.2045
MUCURI;2025-02-02;16.942;31.9413;16.942;31.9413
PARAGUACU;2025-02-02;13.627;9.7094;13.627;9.7094
PARAGUAI;2025-02-02;1001.913;144.3621;910.452;131.1838
PARAIBA DO SUL;2025-02-02;1818.127;107.8624;1605.249;95.2332
PARANA;2025-02-02;18049.439;75.2445;18047.596;75.2368
PARANAIBA;2025-02-02;8848.424;95.3699;8485.047;91.4534
PARANAPANEMA;2025-02-02;2277.025;91.7407;2253.938;90.8105
PARNAIBA;2025-02-02;220.717;82.619;220.717;82.619
SANTA MARIA VIT;2025-02-02;14.792;43.7488;14.792;43.7488
SAO FRANCISCO;2025-02-02;17411.783;122.5028;17352.893;122.0885
TIETE;2025-02-02;3374.265;171.9003;3346.559;170.4888
TOCANTINS;2025-02-02;17375.227;96.8417;14728.967;82.0926
URUGUAI;2025-02-02;2002.116;67.6612;1902.001;64.2778
AMAZONAS;2025-02-03;23983.415;99.9002;23212.405;96.6887
ARAGUARI;2025-02-03;269.365;55.5738;220.721;45.5378
CAPIVARI;2025-02-03;205.368;119.7039;205.368;119.7039
DOCE;2025-02-03;1563.287;114.6185;1394.24;102.2241
GRANDE;2025-02-03;9690.658;109.0215;9622.163;108.2509
IGUACU;2025-02-03;3355.446;83.2342;3355.446;83.2342
ITABAPOANA;2025-02-03;43.035;54.1702;43.035;54.1702
ITAJAI;2025-02-03;301.89;130.6334;229.562;99.3357
JACUI;2025-02-03;217.493;40.0676;182.935;33.7011
JEQUITINHONHA;2025-02-03;614.844;82.6506;614.844;82.6506
MUCURI;2025-02-03;16.847;31.7622;16.847;31.7622
PARAGUACU;2025-02-03;12.906;9.1957;12.906;9.1957
PARAGUAI;2025-02-03;776.415;111.8709;725.058;104.471
PARAIBA DO SUL;2025-02-03;1735.327;102.9502;1624.36;96.367
PARANA;2025-02-03;18189.772;75.8295;18187.929;75.8218
PARANAIBA;2025-02-03;10036.977;108.1804;9528.404;102.6989
PARANAPANEMA;2025-02-03;2494.987;100.5223;2469.207;99.4836
PARNAIBA;2025-02-03;227.286;85.0779;227.286;85.0779
SANTA MARIA VIT;2025-02-03;13.144;38.8747;13.144;38.8747
SAO FRANCISCO;2025-02-03;17271.075;121.5129;17202.816;121.0326
TIETE;2025-02-03;4300.045;219.0637;4273.761;217.7246
TOCANTINS;2025-02-03;17642.216;98.3298;15540.081;86.6134
URUGUAI;2025-02-03;2085.622;70.4832;2004.467;67.7406
AMAZONAS;2025-02-04;23984.191;99.9035;23213.96;96.6952
ARAGUARI;2025-02-04;256.629;52.9462;209.062;43.1324
CAPIVARI;2025-02-04;232.945;135.7778;232.945;135.7778
DOCE;2025-02-04;1376.634;100.9333;1247.481;91.4639
GRANDE;2025-02-04;10710.838;120.4987;10690.44;120.2692
IGUACU;2025-02-04;3309.855;82.1033;3309.855;82.1033
ITABAPOANA;2025-02-04;41.193;51.8516;41.193;51.8516
ITAJAI;2025-02-04;268.249;116.0763;141.234;61.1146
JACUI;2025-02-04;209.468;38.5892;171.396;31.5754
JEQUITINHONHA;2025-02-04;565.075;75.9604;553.635;74.4226
MUCURI;2025-02-04;16.227;30.5933;16.227;30.5933
PARAGUACU;2025-02-04;12.461;8.8786;12.461;8.8786
PARAGUAI;2025-02-04;728.835;105.0152;682.688;98.3661
PARAIBA DO SUL;2025-02-04;1674.025;99.3134;1624.58;96.3801
PARANA;2025-02-04;18659.439;77.7875;18657.596;77.7798
PARANAIBA;2025-02-04;11143.254;120.104;10668.761;114.9898
PARANAPANEMA;2025-02-04;2845.49;114.6439;2721.224;109.6373
PARNAIBA;2025-02-04;239.792;89.7592;239.792;89.7592
SANTA MARIA VIT;2025-02-04;11.982;35.438;11.982;35.438
SAO FRANCISCO;2025-02-04;16617.933;116.9176;16534.283;116.3291
TIETE;2025-02-04;4219.324;214.9514;4144.108;211.1195
TOCANTINS;2025-02-04;17712.081;98.7192;15119.011;84.2666
URUGUAI;2025-02-04;2145.574;72.5093;2069.751;69.9469
AMAZONAS;2025-02-05;24135.671;100.5344;23241.169;96.8085
ARAGUARI;2025-02-05;266.522;54.9872;195.3;40.2931
CAPIVARI;2025-02-05;170.483;99.3703;170.483;99.3703
DOCE;2025-02-05;1110.225;81.4005;1056.372;77.452
GRANDE;2025-02-05;11277.661;126.8756;11247.997;126.5418
IGUACU;2025-02-05;3277.046;81.2895;3277.046;81.2895
ITABAPOANA;2025-02-05;39.773;50.0641;39.773;50.0641
ITAJAI;2025-02-05;294.481;127.4274;232.738;100.71
JACUI;2025-02-05;215.896;39.7734;174.039;32.0623
JEQUITINHONHA;2025-02-05;465.567;62.584;463.398;62.2924
MUCURI;2025-02-05;13.359;25.1862;13.359;25.1862
PARAGUACU;2025-02-05;11.854;8.4461;11.854;8.4461
PARAGUAI;2025-02-05;694.981;100.1373;648.065;93.3774
PARAIBA DO SUL;2025-02-05;1644.143;97.5406;1620.963;96.1655
PARANA;2025-02-05;19505.711;81.3154;19503.869;81.3077
PARANAIBA;2025-02-05;11563.249;124.6308;11039.565;118.9864
PARANAPANEMA;2025-02-05;3451.809;139.0723;3134.916;126.3048
PARNAIBA;2025-02-05;244.719;91.6035;244.719;91.6035
SANTA MARIA VIT;2025-02-05;11.369;33.625;11.369;33.625
SAO FRANCISCO;2025-02-05;15854.617;111.5472;15776.655;110.9987
